ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,weekday,net_xyz_vs_,net_xyz_vs_other_card,YearMonth,YearMonth_str
Mount Road ATM,2017-03-11,107,29,78,362200,122300,239900,SATURDAY,National_holiday,True,WHH,Saturday,-49,-49,2017-03,2017-03
Big Street ATM,2017-03-12,85,18,67,241900,92700,149200,SUNDAY,National_holiday,True,HHW,Sunday,-49,-49,2017-03,2017-03
Mount Road ATM,2017-03-12,77,27,50,147000,63300,83700,SUNDAY,National_holiday,True,HHW,Sunday,-23,-23,2017-03,2017-03
Big Street ATM,2017-04-01,37,13,24,131200,87600,43600,SATURDAY,National_holiday,True,WHH,Saturday,-11,-11,2017-04,2017-04
KK Nagar ATM,2017-04-01,281,181,100,1782200,1283900,498300,SATURDAY,National_holiday,True,WHH,Saturday,81,81,2017-04,2017-04
Christ College ATM,2017-04-01,144,45,99,459000,134900,324100,SATURDAY,National_holiday,True,WHH,Saturday,-54,-54,2017-04,2017-04
Christ College ATM,2017-04-02,16,1,15,67300,100,67200,SUNDAY,National_holiday,True,HHW,Sunday,-14,-14,2017-04,2017-04
KK Nagar ATM,2017-04-02,160,115,45,1042300,826900,215400,SUNDAY,National_holiday,True,HHW,Sunday,70,70,2017-04,2017-04
Big Street ATM,2017-04-02,103,16,87,361300,88100,273200,SUNDAY,National_holiday,True,HHW,Sunday,-71,-71,2017-04,2017-04
Mount Road ATM,2017-04-02,72,16,56,225300,116600,108700,SUNDAY,National_holiday,True,HHW,Sunday,-40,-40,2017-04,2017-04
Big Street ATM,2017-04-03,203,34,169,879300,157300,722000,MONDAY,National_holiday,,HWW,Monday,-135,-135,2017-04,2017-04
Mount Road ATM,2017-04-03,180,51,129,806600,271100,535500,MONDAY,National_holiday,,HWW,Monday,-78,-78,2017-04,2017-04
Airport ATM,2017-04-03,59,41,18,353300,301400,51900,MONDAY,National_holiday,,HWW,Monday,23,23,2017-04,2017-04
KK Nagar ATM,2017-04-03,282,194,88,2039700,1554100,485600,MONDAY,National_holiday,,HWW,Monday,106,106,2017-04,2017-04
Christ College ATM,2017-04-03,13,8,5,46900,26500,20400,MONDAY,National_holiday,,HWW,Monday,3,3,2017-04,2017-04
Big Street ATM,2017-04-04,86,14,72,300600,51800,248800,TUESDAY,National_holiday,,WWW,Tuesday,-58,-58,2017-04,2017-04
Mount Road ATM,2017-04-04,213,79,134,952800,410300,542500,TUESDAY,National_holiday,,WWW,Tuesday,-55,-55,2017-04,2017-04
Airport ATM,2017-04-04,71,49,22,351000,263100,87900,TUESDAY,National_holiday,,WWW,Tuesday,27,27,2017-04,2017-04
KK Nagar ATM,2017-04-04,105,76,29,671400,542000,129400,TUESDAY,National_holiday,,WWW,Tuesday,47,47,2017-04,2017-04
Christ College ATM,2017-04-04,121,35,86,536100,127000,409100,TUESDAY,National_holiday,,WWW,Tuesday,-51,-51,2017-04,2017-04
KK Nagar ATM,2017-04-05,131,85,46,793800,522300,271500,WEDNESDAY,National_holiday,,WWW,Wednesday,39,39,2017-04,2017-04
Christ College ATM,2017-04-05,202,59,143,1048900,395700,653200,WEDNESDAY,National_holiday,,WWW,Wednesday,-84,-84,2017-04,2017-04
Mount Road ATM,2017-04-05,186,93,93,768300,388900,379400,WEDNESDAY,National_holiday,,WWW,Wednesday,0,0,2017-04,2017-04
Big Street ATM,2017-04-05,149,35,114,636200,265600,370600,WEDNESDAY,National_holiday,,WWW,Wednesday,-79,-79,2017-04,2017-04
Airport ATM,2017-04-05,76,59,17,567900,485400,82500,WEDNESDAY,National_holiday,,WWW,Wednesday,42,42,2017-04,2017-04
Big Street ATM,2017-04-06,35,4,31,122100,32000,90100,THURSDAY,National_holiday,,WWW,Thursday,-27,-27,2017-04,2017-04
Mount Road ATM,2017-04-06,173,64,109,695200,301000,394200,THURSDAY,National_holiday,,WWW,Thursday,-45,-45,2017-04,2017-04
Airport ATM,2017-04-06,23,21,2,170500,156500,14000,THURSDAY,National_holiday,,WWW,Thursday,19,19,2017-04,2017-04
KK Nagar ATM,2017-04-06,90,51,39,534000,330200,203800,THURSDAY,National_holiday,,WWW,Thursday,12,12,2017-04,2017-04
Christ College ATM,2017-04-06,190,34,156,977100,211800,765300,THURSDAY,National_holiday,,WWW,Thursday,-122,-122,2017-04,2017-04
Christ College ATM,2017-04-07,239,90,149,1025400,503800,521600,FRIDAY,National_holiday,,WWH,Friday,-59,-59,2017-04,2017-04
Mount Road ATM,2017-04-07,215,100,115,1213600,726200,487400,FRIDAY,National_holiday,,WWH,Friday,-15,-15,2017-04,2017-04
Airport ATM,2017-04-07,50,32,18,308600,215000,93600,FRIDAY,National_holiday,,WWH,Friday,14,14,2017-04,2017-04
KK Nagar ATM,2017-04-07,111,74,37,633900,458200,175700,FRIDAY,National_holiday,,WWH,Friday,37,37,2017-04,2017-04
KK Nagar ATM,2017-04-08,181,95,86,1026000,628300,397700,SATURDAY,National_holiday,True,WHH,Saturday,9,9,2017-04,2017-04
Christ College ATM,2017-04-08,44,9,35,169600,46000,123600,SATURDAY,National_holiday,True,WHH,Saturday,-26,-26,2017-04,2017-04
Mount Road ATM,2017-04-08,132,47,85,572900,323700,249200,SATURDAY,National_holiday,True,WHH,Saturday,-38,-38,2017-04,2017-04
Airport ATM,2017-04-08,60,32,28,348900,204900,144000,SATURDAY,National_holiday,True,WHH,Saturday,4,4,2017-04,2017-04
KK Nagar ATM,2017-04-09,34,19,15,118400,76700,41700,SUNDAY,Hindu_festival,True,HHW,Sunday,4,4,2017-04,2017-04
Christ College ATM,2017-04-09,153,18,135,543300,55600,487700,SUNDAY,Hindu_festival,True,HHW,Sunday,-117,-117,2017-04,2017-04
Mount Road ATM,2017-04-09,164,34,130,507700,133700,374000,SUNDAY,Hindu_festival,True,HHW,Sunday,-96,-96,2017-04,2017-04
Airport ATM,2017-04-09,74,30,44,323800,163700,160100,SUNDAY,Hindu_festival,True,HHW,Sunday,-14,-14,2017-04,2017-04
KK Nagar ATM,2017-04-10,242,132,110,1642700,950600,692100,MONDAY,National_holiday,,HWW,Monday,22,22,2017-04,2017-04
Christ College ATM,2017-04-10,205,43,162,942800,226900,715900,MONDAY,National_holiday,,HWW,Monday,-119,-119,2017-04,2017-04
Mount Road ATM,2017-04-10,171,67,104,648800,350500,298300,MONDAY,National_holiday,,HWW,Monday,-37,-37,2017-04,2017-04
Airport ATM,2017-04-10,122,60,62,667300,374100,293200,MONDAY,National_holiday,,HWW,Monday,-2,-2,2017-04,2017-04
Big Street ATM,2017-04-11,143,27,116,415200,99300,315900,TUESDAY,National_holiday,,WWW,Tuesday,-89,-89,2017-04,2017-04
Mount Road ATM,2017-04-11,174,51,123,648700,191900,456800,TUESDAY,National_holiday,,WWW,Tuesday,-72,-72,2017-04,2017-04
Airport ATM,2017-04-11,90,38,52,530100,240900,289200,TUESDAY,National_holiday,,WWW,Tuesday,-14,-14,2017-04,2017-04
KK Nagar ATM,2017-04-11,39,27,12,202400,153100,49300,TUESDAY,National_holiday,,WWW,Tuesday,15,15,2017-04,2017-04
Christ College ATM,2017-04-11,114,23,91,462100,150200,311900,TUESDAY,National_holiday,,WWW,Tuesday,-68,-68,2017-04,2017-04
Christ College ATM,2017-04-12,239,56,183,1164200,378500,785700,WEDNESDAY,National_holiday,,WWW,Wednesday,-127,-127,2017-04,2017-04
KK Nagar ATM,2017-04-12,95,61,34,651900,458300,193600,WEDNESDAY,National_holiday,,WWW,Wednesday,27,27,2017-04,2017-04
Mount Road ATM,2017-04-12,105,43,62,349600,144100,205500,WEDNESDAY,National_holiday,,WWW,Wednesday,-19,-19,2017-04,2017-04
Big Street ATM,2017-04-12,128,32,96,454400,185600,268800,WEDNESDAY,National_holiday,,WWW,Wednesday,-64,-64,2017-04,2017-04
Airport ATM,2017-04-12,67,41,26,212100,133200,78900,WEDNESDAY,National_holiday,,WWW,Wednesday,15,15,2017-04,2017-04
Big Street ATM,2017-05-01,129,29,100,451500,118400,333100,MONDAY,Normal_Day,True,HHW,Monday,-71,-71,2017-05,2017-05
Mount Road ATM,2017-05-01,34,6,28,65500,37000,28500,MONDAY,Normal_Day,True,HHW,Monday,-22,-22,2017-05,2017-05
KK Nagar ATM,2017-05-01,82,47,35,502300,349700,152600,MONDAY,Normal_Day,True,HHW,Monday,12,12,2017-05,2017-05
Christ College ATM,2017-05-01,267,38,229,1251800,225100,1026700,MONDAY,Normal_Day,True,HHW,Monday,-191,-191,2017-05,2017-05
Christ College ATM,2017-05-02,222,52,170,1082700,341300,741400,TUESDAY,National_holiday,,HWW,Tuesday,-118,-118,2017-05,2017-05
KK Nagar ATM,2017-05-02,126,59,67,837600,488600,349000,TUESDAY,National_holiday,,HWW,Tuesday,-8,-8,2017-05,2017-05
Big Street ATM,2017-05-02,145,34,111,533700,190900,342800,TUESDAY,National_holiday,,HWW,Tuesday,-77,-77,2017-05,2017-05
Mount Road ATM,2017-05-02,59,28,31,183200,160100,23100,TUESDAY,National_holiday,,HWW,Tuesday,-3,-3,2017-05,2017-05
Airport ATM,2017-05-02,26,12,14,84200,47300,36900,TUESDAY,National_holiday,,HWW,Tuesday,-2,-2,2017-05,2017-05
Big Street ATM,2017-05-03,167,34,133,681500,177100,504400,WEDNESDAY,National_holiday,,WWW,Wednesday,-99,-99,2017-05,2017-05
Mount Road ATM,2017-05-03,59,30,29,195500,168100,27400,WEDNESDAY,National_holiday,,WWW,Wednesday,1,1,2017-05,2017-05
Airport ATM,2017-05-03,70,50,20,324400,277500,46900,WEDNESDAY,National_holiday,,WWW,Wednesday,30,30,2017-05,2017-05
KK Nagar ATM,2017-05-03,161,65,96,1090300,556000,534300,WEDNESDAY,National_holiday,,WWW,Wednesday,-31,-31,2017-05,2017-05
Christ College ATM,2017-05-03,286,79,207,1283300,483500,799800,WEDNESDAY,National_holiday,,WWW,Wednesday,-128,-128,2017-05,2017-05
Big Street ATM,2017-05-04,59,14,45,148400,46600,101800,THURSDAY,National_holiday,,WWW,Thursday,-31,-31,2017-05,2017-05
Mount Road ATM,2017-05-04,59,38,21,267200,246400,20800,THURSDAY,National_holiday,,WWW,Thursday,17,17,2017-05,2017-05
Airport ATM,2017-05-04,51,31,20,284200,199600,84600,THURSDAY,National_holiday,,WWW,Thursday,11,11,2017-05,2017-05
KK Nagar ATM,2017-05-04,229,156,73,1354900,969900,385000,THURSDAY,National_holiday,,WWW,Thursday,83,83,2017-05,2017-05
Christ College ATM,2017-05-04,183,40,143,804000,203800,600200,THURSDAY,National_holiday,,WWW,Thursday,-103,-103,2017-05,2017-05
Christ College ATM,2017-05-05,259,43,216,1340300,298200,1042100,FRIDAY,National_holiday,,WWH,Friday,-173,-173,2017-05,2017-05
KK Nagar ATM,2017-05-05,72,51,21,468500,369200,99300,FRIDAY,National_holiday,,WWH,Friday,30,30,2017-05,2017-05
Airport ATM,2017-05-05,63,36,27,385700,251700,134000,FRIDAY,National_holiday,,WWH,Friday,9,9,2017-05,2017-05
Mount Road ATM,2017-05-05,72,43,29,256200,230000,26200,FRIDAY,National_holiday,,WWH,Friday,14,14,2017-05,2017-05
Big Street ATM,2017-05-05,122,35,87,423700,165300,258400,FRIDAY,National_holiday,,WWH,Friday,-52,-52,2017-05,2017-05
Big Street ATM,2017-05-06,118,30,88,470500,148500,322000,SATURDAY,National_holiday,True,WHH,Saturday,-58,-58,2017-05,2017-05
Mount Road ATM,2017-05-06,47,24,23,164000,143000,21000,SATURDAY,National_holiday,True,WHH,Saturday,1,1,2017-05,2017-05
Airport ATM,2017-05-06,30,26,4,113000,93700,19300,SATURDAY,National_holiday,True,WHH,Saturday,22,22,2017-05,2017-05
KK Nagar ATM,2017-05-06,146,93,53,990100,702000,288100,SATURDAY,National_holiday,True,WHH,Saturday,40,40,2017-05,2017-05
Christ College ATM,2017-05-06,190,34,156,1004800,208100,796700,SATURDAY,National_holiday,True,WHH,Saturday,-122,-122,2017-05,2017-05
Big Street ATM,2017-05-07,117,34,83,333300,83200,250100,SUNDAY,National_holiday,True,HHW,Sunday,-49,-49,2017-05,2017-05
Mount Road ATM,2017-05-07,32,17,15,101700,88400,13300,SUNDAY,National_holiday,True,HHW,Sunday,2,2,2017-05,2017-05
Airport ATM,2017-05-07,56,34,22,200800,143900,56900,SUNDAY,National_holiday,True,HHW,Sunday,12,12,2017-05,2017-05
KK Nagar ATM,2017-05-07,19,9,10,37500,17500,20000,SUNDAY,National_holiday,True,HHW,Sunday,-1,-1,2017-05,2017-05
Christ College ATM,2017-05-07,135,33,102,588700,135000,453700,SUNDAY,National_holiday,True,HHW,Sunday,-69,-69,2017-05,2017-05
KK Nagar ATM,2017-05-08,93,42,51,435400,130500,304900,MONDAY,National_holiday,,HWW,Monday,-9,-9,2017-05,2017-05
Airport ATM,2017-05-08,108,65,43,523700,371800,151900,MONDAY,National_holiday,,HWW,Monday,22,22,2017-05,2017-05
Christ College ATM,2017-05-08,254,58,196,1398700,439700,959000,MONDAY,National_holiday,,HWW,Monday,-138,-138,2017-05,2017-05
Big Street ATM,2017-05-08,101,35,66,465100,246700,218400,MONDAY,National_holiday,,HWW,Monday,-31,-31,2017-05,2017-05
Mount Road ATM,2017-05-08,73,25,48,202300,104000,98300,MONDAY,National_holiday,,HWW,Monday,-23,-23,2017-05,2017-05
Big Street ATM,2017-05-09,127,42,85,596100,320000,276100,TUESDAY,National_holiday,,WWW,Tuesday,-43,-43,2017-05,2017-05
Mount Road ATM,2017-05-09,38,18,20,106700,62800,43900,TUESDAY,National_holiday,,WWW,Tuesday,-2,-2,2017-05,2017-05
Airport ATM,2017-05-09,133,75,58,767900,517000,250900,TUESDAY,National_holiday,,WWW,Tuesday,17,17,2017-05,2017-05
KK Nagar ATM,2017-05-09,53,24,29,193200,95700,97500,TUESDAY,National_holiday,,WWW,Tuesday,-5,-5,2017-05,2017-05
Christ College ATM,2017-05-09,202,52,150,1115600,394600,721000,TUESDAY,National_holiday,,WWW,Tuesday,-98,-98,2017-05,2017-05
Christ College ATM,2017-05-10,240,50,190,1242600,353300,889300,WEDNESDAY,National_holiday,,WWW,Wednesday,-140,-140,2017-05,2017-05
KK Nagar ATM,2017-05-10,39,26,13,139600,101800,37800,WEDNESDAY,National_holiday,,WWW,Wednesday,13,13,2017-05,2017-05
Airport ATM,2017-05-10,135,84,51,762200,586200,176000,WEDNESDAY,National_holiday,,WWW,Wednesday,33,33,2017-05,2017-05
Big Street ATM,2017-05-10,123,36,87,462400,154500,307900,WEDNESDAY,National_holiday,,WWW,Wednesday,-51,-51,2017-05,2017-05
Mount Road ATM,2017-05-10,50,18,32,134900,39400,95500,WEDNESDAY,National_holiday,,WWW,Wednesday,-14,-14,2017-05,2017-05
Big Street ATM,2017-05-11,113,40,73,477100,318000,159100,THURSDAY,National_holiday,,WWW,Thursday,-33,-33,2017-05,2017-05
Mount Road ATM,2017-05-11,201,58,143,770400,259100,511300,THURSDAY,National_holiday,,WWW,Thursday,-85,-85,2017-05,2017-05
Airport ATM,2017-05-11,119,98,21,651800,579100,72700,THURSDAY,National_holiday,,WWW,Thursday,77,77,2017-05,2017-05
KK Nagar ATM,2017-05-11,90,59,31,557300,380900,176400,THURSDAY,National_holiday,,WWW,Thursday,28,28,2017-05,2017-05
Christ College ATM,2017-05-11,157,38,119,569000,154000,415000,THURSDAY,National_holiday,,WWW,Thursday,-81,-81,2017-05,2017-05
KK Nagar ATM,2017-05-12,46,28,18,221800,139700,82100,FRIDAY,National_holiday,,WWH,Friday,10,10,2017-05,2017-05
Airport ATM,2017-05-12,85,55,30,492000,371200,120800,FRIDAY,National_holiday,,WWH,Friday,25,25,2017-05,2017-05
Christ College ATM,2017-05-12,223,55,168,1073600,315300,758300,FRIDAY,National_holiday,,WWH,Friday,-113,-113,2017-05,2017-05
Big Street ATM,2017-05-12,96,25,71,441900,178200,263700,FRIDAY,National_holiday,,WWH,Friday,-46,-46,2017-05,2017-05
Mount Road ATM,2017-05-12,83,24,59,359600,150500,209100,FRIDAY,National_holiday,,WWH,Friday,-35,-35,2017-05,2017-05
Big Street ATM,2017-06-01,131,34,97,637900,224500,413400,THURSDAY,National_holiday,,WWW,Thursday,-63,-63,2017-06,2017-06
Mount Road ATM,2017-06-01,76,32,44,473000,330500,142500,THURSDAY,National_holiday,,WWW,Thursday,-12,-12,2017-06,2017-06
Airport ATM,2017-06-01,77,60,17,493600,442700,50900,THURSDAY,National_holiday,,WWW,Thursday,43,43,2017-06,2017-06
KK Nagar ATM,2017-06-01,96,57,39,786800,537400,249400,THURSDAY,National_holiday,,WWW,Thursday,18,18,2017-06,2017-06
Christ College ATM,2017-06-01,326,73,253,1787800,413600,1374200,THURSDAY,National_holiday,,WWW,Thursday,-180,-180,2017-06,2017-06
Big Street ATM,2017-06-02,149,43,106,570900,186700,384200,FRIDAY,National_holiday,,WWH,Friday,-63,-63,2017-06,2017-06
Mount Road ATM,2017-06-02,70,25,45,285100,156800,128300,FRIDAY,National_holiday,,WWH,Friday,-20,-20,2017-06,2017-06
KK Nagar ATM,2017-06-02,98,61,37,665900,508300,157600,FRIDAY,National_holiday,,WWH,Friday,24,24,2017-06,2017-06
Christ College ATM,2017-06-02,250,52,198,1111500,278600,832900,FRIDAY,National_holiday,,WWH,Friday,-146,-146,2017-06,2017-06
Big Street ATM,2017-06-03,92,26,66,434400,173600,260800,SATURDAY,National_holiday,True,WHH,Saturday,-40,-40,2017-06,2017-06
Mount Road ATM,2017-06-03,118,31,87,449100,134600,314500,SATURDAY,National_holiday,True,WHH,Saturday,-56,-56,2017-06,2017-06
KK Nagar ATM,2017-06-03,204,98,106,1416300,644300,772000,SATURDAY,National_holiday,True,WHH,Saturday,-8,-8,2017-06,2017-06
Christ College ATM,2017-06-03,268,65,203,1331000,338900,992100,SATURDAY,National_holiday,True,WHH,Saturday,-138,-138,2017-06,2017-06
KK Nagar ATM,2017-06-04,128,87,41,717500,573600,143900,SUNDAY,National_holiday,True,HHW,Sunday,46,46,2017-06,2017-06
Christ College ATM,2017-06-04,47,19,28,173000,102500,70500,SUNDAY,National_holiday,True,HHW,Sunday,-9,-9,2017-06,2017-06
Big Street ATM,2017-06-04,111,29,82,544200,219800,324400,SUNDAY,National_holiday,True,HHW,Sunday,-53,-53,2017-06,2017-06
Mount Road ATM,2017-06-04,95,28,67,181600,86100,95500,SUNDAY,National_holiday,True,HHW,Sunday,-39,-39,2017-06,2017-06
Big Street ATM,2017-06-05,140,28,112,641800,244500,397300,MONDAY,National_holiday,,HWW,Monday,-84,-84,2017-06,2017-06
Mount Road ATM,2017-06-05,95,36,59,398600,244900,153700,MONDAY,National_holiday,,HWW,Monday,-23,-23,2017-06,2017-06
KK Nagar ATM,2017-06-05,153,57,96,1004200,401000,603200,MONDAY,National_holiday,,HWW,Monday,-39,-39,2017-06,2017-06
Christ College ATM,2017-06-05,308,68,240,1423200,367700,1055500,MONDAY,National_holiday,,HWW,Monday,-172,-172,2017-06,2017-06
KK Nagar ATM,2017-06-06,160,93,67,923000,569700,353300,TUESDAY,National_holiday,,WWW,Tuesday,26,26,2017-06,2017-06
Christ College ATM,2017-06-06,132,31,101,663400,230800,432600,TUESDAY,National_holiday,,WWW,Tuesday,-70,-70,2017-06,2017-06
Big Street ATM,2017-06-06,106,36,70,416600,176300,240300,TUESDAY,National_holiday,,WWW,Tuesday,-34,-34,2017-06,2017-06
Mount Road ATM,2017-06-06,168,60,108,575500,267600,307900,TUESDAY,National_holiday,,WWW,Tuesday,-48,-48,2017-06,2017-06
Big Street ATM,2017-06-07,135,26,109,427100,130800,296300,WEDNESDAY,National_holiday,,WWW,Wednesday,-83,-83,2017-06,2017-06
Mount Road ATM,2017-06-07,191,71,120,856400,404100,452300,WEDNESDAY,National_holiday,,WWW,Wednesday,-49,-49,2017-06,2017-06
KK Nagar ATM,2017-06-07,162,92,70,819100,515200,303900,WEDNESDAY,National_holiday,,WWW,Wednesday,22,22,2017-06,2017-06
Christ College ATM,2017-06-07,240,67,173,1304100,497500,806600,WEDNESDAY,National_holiday,,WWW,Wednesday,-106,-106,2017-06,2017-06
Big Street ATM,2017-06-08,106,33,73,398900,163600,235300,THURSDAY,National_holiday,,WWW,Thursday,-40,-40,2017-06,2017-06
Mount Road ATM,2017-06-08,129,47,82,647900,355000,292900,THURSDAY,National_holiday,,WWW,Thursday,-35,-35,2017-06,2017-06
KK Nagar ATM,2017-06-08,167,79,88,1077400,612700,464700,THURSDAY,National_holiday,,WWW,Thursday,-9,-9,2017-06,2017-06
Christ College ATM,2017-06-08,239,52,187,1300500,356300,944200,THURSDAY,National_holiday,,WWW,Thursday,-135,-135,2017-06,2017-06
Christ College ATM,2017-06-09,226,63,163,1188600,474400,714200,FRIDAY,National_holiday,,WWH,Friday,-100,-100,2017-06,2017-06
KK Nagar ATM,2017-06-09,107,71,36,871100,655800,215300,FRIDAY,National_holiday,,WWH,Friday,35,35,2017-06,2017-06
Big Street ATM,2017-06-09,71,24,47,282200,121700,160500,FRIDAY,National_holiday,,WWH,Friday,-23,-23,2017-06,2017-06
Mount Road ATM,2017-06-09,76,36,40,258900,192200,66700,FRIDAY,National_holiday,,WWH,Friday,-4,-4,2017-06,2017-06
Big Street ATM,2017-06-10,83,15,68,294600,29800,264800,SATURDAY,National_holiday,True,WHH,Saturday,-53,-53,2017-06,2017-06
Mount Road ATM,2017-06-10,61,15,46,124900,75600,49300,SATURDAY,National_holiday,True,WHH,Saturday,-31,-31,2017-06,2017-06
KK Nagar ATM,2017-06-10,79,44,35,597800,458000,139800,SATURDAY,National_holiday,True,WHH,Saturday,9,9,2017-06,2017-06
Christ College ATM,2017-06-10,216,77,139,1183800,592500,591300,SATURDAY,National_holiday,True,WHH,Saturday,-62,-62,2017-06,2017-06
Big Street ATM,2017-06-11,137,29,108,580600,164900,415700,SUNDAY,National_holiday,True,HHW,Sunday,-79,-79,2017-06,2017-06
Mount Road ATM,2017-06-11,65,18,47,184700,149100,35600,SUNDAY,National_holiday,True,HHW,Sunday,-29,-29,2017-06,2017-06
KK Nagar ATM,2017-06-11,125,80,45,626500,430100,196400,SUNDAY,National_holiday,True,HHW,Sunday,35,35,2017-06,2017-06
Christ College ATM,2017-06-11,161,28,133,637300,204800,432500,SUNDAY,National_holiday,True,HHW,Sunday,-105,-105,2017-06,2017-06
Big Street ATM,2017-06-12,95,30,65,383600,153700,229900,MONDAY,National_holiday,,HWW,Monday,-35,-35,2017-06,2017-06
Mount Road ATM,2017-06-12,61,27,34,142200,121000,21200,MONDAY,National_holiday,,HWW,Monday,-7,-7,2017-06,2017-06
KK Nagar ATM,2017-06-12,109,78,31,630500,510400,120100,MONDAY,National_holiday,,HWW,Monday,47,47,2017-06,2017-06
Christ College ATM,2017-06-12,50,16,34,197300,105600,91700,MONDAY,National_holiday,,HWW,Monday,-18,-18,2017-06,2017-06
KK Nagar ATM,2017-07-01,150,86,64,950600,691100,259500,SATURDAY,National_holiday,True,WHH,Saturday,22,22,2017-07,2017-07
Christ College ATM,2017-07-01,260,66,194,1530000,516600,1013400,SATURDAY,National_holiday,True,WHH,Saturday,-128,-128,2017-07,2017-07
Airport ATM,2017-07-01,28,21,7,177400,146600,30800,SATURDAY,National_holiday,True,WHH,Saturday,14,14,2017-07,2017-07
Mount Road ATM,2017-07-01,50,12,38,104400,68800,35600,SATURDAY,National_holiday,True,WHH,Saturday,-26,-26,2017-07,2017-07
Big Street ATM,2017-07-01,131,34,97,508700,210100,298600,SATURDAY,National_holiday,True,WHH,Saturday,-63,-63,2017-07,2017-07
Big Street ATM,2017-07-02,150,34,116,574400,98600,475800,SUNDAY,National_holiday,True,HHW,Sunday,-82,-82,2017-07,2017-07
Mount Road ATM,2017-07-02,51,9,42,127200,43300,83900,SUNDAY,National_holiday,True,HHW,Sunday,-33,-33,2017-07,2017-07
KK Nagar ATM,2017-07-02,131,56,75,704500,347400,357100,SUNDAY,National_holiday,True,HHW,Sunday,-19,-19,2017-07,2017-07
Christ College ATM,2017-07-02,129,27,102,510900,98100,412800,SUNDAY,National_holiday,True,HHW,Sunday,-75,-75,2017-07,2017-07
Big Street ATM,2017-07-03,56,12,44,241200,103100,138100,MONDAY,National_holiday,,HWW,Monday,-32,-32,2017-07,2017-07
Mount Road ATM,2017-07-03,100,35,65,414700,209500,205200,MONDAY,National_holiday,,HWW,Monday,-30,-30,2017-07,2017-07
Airport ATM,2017-07-03,4,3,1,8500,8000,500,MONDAY,National_holiday,,HWW,Monday,2,2,2017-07,2017-07
KK Nagar ATM,2017-07-03,108,65,43,732000,472500,259500,MONDAY,National_holiday,,HWW,Monday,22,22,2017-07,2017-07
Christ College ATM,2017-07-03,171,74,97,1017700,620200,397500,MONDAY,National_holiday,,HWW,Monday,-23,-23,2017-07,2017-07
Big Street ATM,2017-07-04,72,14,58,287300,95900,191400,TUESDAY,National_holiday,,WWW,Tuesday,-44,-44,2017-07,2017-07
Mount Road ATM,2017-07-04,55,24,31,252000,137000,115000,TUESDAY,National_holiday,,WWW,Tuesday,-7,-7,2017-07,2017-07
Airport ATM,2017-07-04,6,5,1,43300,43000,300,TUESDAY,National_holiday,,WWW,Tuesday,4,4,2017-07,2017-07
